,EventTime,EventType,ScalarEventValue,agent_id,agent_type,CASH,time_placed,symbol,quantity,side,order_id,fill_price,tag,limit_price,is_hidden,is_price_to_comply,insert_by_id,is_post_only,fee,ABM
653,1612521249827725569,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:34:09,ABM,78.0,Side.BID,2962.0,100097.0,,100097.0,False,False,False,False,,
657,1612521250382151634,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:34:09,ABM,22.0,Side.BID,2962.0,100097.0,,100097.0,False,False,False,False,,
664,1612521261383064032,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:34:21,ABM,86.0,Side.BID,2981.0,100100.0,,100100.0,False,False,False,False,,
668,1612521312724410660,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:34:21,ABM,14.0,Side.BID,2981.0,100100.0,,100100.0,False,False,False,False,,
675,1612521323632044060,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:35:23,ABM,100.0,Side.BID,3030.0,100095.0,,100095.0,False,False,False,False,,
682,1612521345696169426,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:35:45,ABM,7.0,Side.BID,3058.0,100090.0,,100090.0,False,False,False,False,,
685,1612521345696169476,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:35:45,ABM,4.0,Side.BID,3058.0,100090.0,,100090.0,False,False,False,False,,
692,1612521448362790422,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:37:28,ABM,5.0,Side.BID,3133.0,100089.0,,100089.0,False,False,False,False,,
699,1612521468372572848,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:37:48,ABM,13.0,Side.BID,3155.0,100090.0,,100090.0,False,False,False,False,,
702,1612521468372572898,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:37:48,ABM,18.0,Side.BID,3155.0,100090.0,,100090.0,False,False,False,False,,
709,1612521504819111574,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:38:24,ABM,73.0,Side.BID,3187.0,100091.0,,100091.0,False,False,False,False,,
713,1612521507747568573,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:38:24,ABM,27.0,Side.BID,3187.0,100091.0,,100091.0,False,False,False,False,,
720,1612521545800480803,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:39:05,ABM,98.0,Side.BID,3218.0,100091.0,,100091.0,False,False,False,False,,
723,1612521545800480853,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:39:05,ABM,2.0,Side.BID,3218.0,100091.0,,100091.0,False,False,False,False,,
730,1612521568062846602,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:39:28,ABM,7.0,Side.BID,3246.0,100090.0,,100090.0,False,False,False,False,,
737,1612521617278646257,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:40:17,ABM,15.0,Side.BID,3290.0,100091.0,,100091.0,False,False,False,False,,
740,1612521617278646307,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:40:17,ABM,85.0,Side.BID,3290.0,100091.0,,100091.0,False,False,False,False,,
747,1612521763186761040,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:42:43,ABM,100.0,Side.BID,3422.0,100109.0,,100109.0,False,False,False,False,,
754,1612521818051764089,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:43:38,ABM,100.0,Side.BID,3479.0,100116.0,,100116.0,False,False,False,False,,
761,1612521870093443238,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:44:30,ABM,14.0,Side.BID,3520.0,100116.0,,100116.0,False,False,False,False,,
764,1612521870093443288,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:44:30,ABM,86.0,Side.BID,3520.0,100116.0,,100116.0,False,False,False,False,,
771,1612521888653740843,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:44:48,ABM,69.0,Side.BID,3539.0,100114.0,,100114.0,False,False,False,False,,
775,1612521891166842971,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:44:48,ABM,31.0,Side.BID,3539.0,100114.0,,100114.0,False,False,False,False,,
782,1612521891397982693,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:44:51,ABM,69.0,Side.BID,3544.0,100114.0,,100114.0,False,False,False,False,,
786,1612521895511663234,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:44:51,ABM,15.0,Side.BID,3544.0,100114.0,,100114.0,False,False,False,False,,
789,1612521897970463381,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:44:51,ABM,8.0,Side.BID,3544.0,100114.0,,100114.0,False,False,False,False,,
792,1612521898016269634,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:44:51,ABM,8.0,Side.BID,3544.0,100114.0,,100114.0,False,False,False,False,,
799,1612521926574728723,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:45:26,ABM,29.0,Side.BID,3571.0,100113.0,,100113.0,False,False,False,False,,
806,1612521965652831639,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:46:05,ABM,60.0,Side.BID,3601.0,100112.0,,100112.0,False,False,False,False,,
809,1612521965652831689,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:46:05,ABM,40.0,Side.BID,3601.0,100112.0,,100112.0,False,False,False,False,,
816,1612521972632090570,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:46:12,ABM,14.0,Side.BID,3608.0,100109.0,,100109.0,False,False,False,False,,
820,1612521973211147699,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:46:12,ABM,100.0,Side.BID,3608.0,100109.0,,100109.0,False,False,False,False,,
823,1612521973264065849,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:46:12,ABM,86.0,Side.BID,3608.0,100109.0,,100109.0,False,False,False,False,,
830,1612522014981625897,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:46:54,ABM,19.0,Side.BID,3653.0,100090.0,,100090.0,False,False,False,False,,
834,1612522015257429352,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:46:54,ABM,11.0,Side.BID,3653.0,100090.0,,100090.0,False,False,False,False,,
841,1612522015981162408,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:46:55,ABM,51.0,Side.BID,3655.0,100091.0,,100091.0,False,False,False,False,,
849,1612522037317453561,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:47:17,ABM,100.0,Side.BID,3676.0,100095.0,,100095.0,False,False,False,False,,
857,1612522049547941360,ORDER_EXECUTED,,1105,MomentumAgent,,2021-02-05 10:47:29,ABM,6.0,Side.BID,3687.0,100099.0,,100099.0,False,False,False,False,,
